Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.70999908447266,75.58000183105469,74.30999755859375,74.37999725341797,70.23680877685547,2632200
2020-01-03,74.31999969482422,74.87000274658203,74.12999725341797,74.77999877929688,70.61454010009766,1459400
2020-01-06,74.76000213623047,75.19000244140625,74.25,75.12999725341797,70.94503784179688,1360100
2020-01-07,75.12999725341797,76.19999694824219,74.83999633789062,75.86000061035156,71.63438415527344,1610400
2020-01-08,76.1500015258789,76.83000183105469,75.68000030517578,75.73999786376953,71.52106475830078,1886200
2020-01-09,75.7300033569336,76.20999908447266,75.41000366210938,76.13999938964844,71.89877319335938,1414200
2020-01-10,76.13999938964844,76.5,75.11000061035156,75.5,71.29443359375,1676900
2020-01-13,75.33999633789062,75.88999938964844,75.26000213623047,75.37000274658203,71.17167663574219,1243700
2020-01-14,75.29000091552734,75.66000366210938,74.62000274658203,75.02999877929688,70.85060119628906,2325800
2020-01-15,75.79000091552734,77.2699966430664,75.79000091552734,76.93000030517578,72.64478302001953,1983200
2020-01-16,76.88999938964844,77.0,76.30000305175781,76.55999755859375,72.2953872680664,1681200
2020-01-17,76.69000244140625,77.47000122070312,76.62999725341797,76.95999908447266,72.67310333251953,1626300
2020-01-21,77.0999984741211,78.26000213623047,77.04000091552734,78.19999694824219,73.84402465820312,1675000
2020-01-22,78.3499984741211,78.48999786376953,76.86000061035156,77.06999969482422,72.7769775390625,1503900
2020-01-23,76.94000244140625,77.83999633789062,76.83999633789062,77.69000244140625,73.36243438720703,1388000
2020-01-24,77.4800033569336,77.98999786376953,76.73999786376953,76.91999816894531,72.63533020019531,1535100
2020-01-27,76.97000122070312,77.37999725341797,76.0199966430664,76.20999908447266,71.96487426757812,1475700
2020-01-28,76.37000274658203,77.25,76.37000274658203,76.80000305175781,72.52201843261719,1587500
2020-01-29,76.77999877929688,77.22000122070312,76.54000091552734,76.9800033569336,72.6919937133789,1239600
2020-01-30,76.80000305175781,77.01000213623047,76.5,76.66999816894531,72.39924621582031,1318100
2020-01-31,76.55000305175781,77.38999938964844,76.30999755859375,76.55000305175781,72.28594207763672,2950500
2020-02-03,76.76000213623047,77.8499984741211,76.58999633789062,77.66000366210938,73.33411407470703,1315400
2020-02-04,77.94000244140625,77.94000244140625,75.08000183105469,75.47000122070312,71.26609802246094,2916500
2020-02-05,75.76000213623047,77.66999816894531,75.58000183105469,77.33000183105469,73.02249145507812,1695400
2020-02-06,77.41999816894531,77.61000061035156,76.22000122070312,76.29000091552734,72.04042053222656,1329500
2020-02-07,76.37000274658203,77.31999969482422,76.20999908447266,77.0,72.71087646484375,1195300
2020-02-10,77.20999908447266,78.30999755859375,76.7300033569336,78.19999694824219,73.84402465820312,1047600
2020-02-11,78.48999786376953,78.93000030517578,77.94000244140625,78.0,73.65516662597656,1630700
2020-02-12,77.88999938964844,78.08999633789062,77.27999877929688,77.5,73.18302154541016,1462200
2020-02-13,77.66999816894531,77.94999694824219,76.5999984741211,77.37000274658203,73.06027221679688,1534800
2020-02-14,77.44999694824219,77.5199966430664,76.91000366210938,77.13999938964844,72.84307098388672,1323600
2020-02-18,77.37999725341797,77.56999969482422,76.9000015258789,77.12000274658203,72.82418823242188,1707600
2020-02-19,77.16000366210938,78.06999969482422,76.41000366210938,76.63999938964844,72.37092590332031,1671300
2020-02-20,76.56999969482422,77.41999816894531,76.51000213623047,77.31999969482422,73.0130386352539,1498900
2020-02-21,77.19999694824219,78.52999877929688,77.04000091552734,77.56999969482422,73.24911499023438,1441500
2020-02-24,77.75,77.80999755859375,76.30999755859375,76.31999969482422,72.0687484741211,1404000
2020-02-25,76.41000366210938,76.80999755859375,74.76000213623047,75.08000183105469,70.89781951904297,1652100
2020-02-26,75.05999755859375,75.8499984741211,74.26000213623047,74.30999755859375,70.17071533203125,1679400
2020-02-27,74.01000213623047,74.20999908447266,69.8499984741211,70.25,66.33686065673828,2110200
2020-02-28,68.58000183105469,68.94000244140625,65.26000213623047,67.19000244140625,63.44731521606445,5410600
2020-03-02,67.52999877929688,70.47000122070312,67.11000061035156,70.44000244140625,66.51628875732422,3847800
2020-03-03,69.80999755859375,71.81999969482422,67.91000366210938,68.30000305175781,64.49549102783203,4350600
2020-03-04,68.80999755859375,70.16999816894531,68.13999938964844,70.16000366210938,66.25187683105469,4519500
2020-03-05,69.52999877929688,71.06999969482422,68.51000213623047,69.01000213623047,65.16594696044922,2115200
2020-03-06,67.44999694824219,68.20999908447266,66.16999816894531,67.58999633789062,63.82503890991211,3461300
2020-03-09,65.23999786376953,66.44000244140625,61.7599983215332,61.7599983215332,58.31978225708008,3728300
2020-03-10,62.560001373291016,64.05000305175781,60.20000076293945,63.88999938964844,60.331146240234375,5080200
2020-03-11,62.08000183105469,62.08000183105469,58.630001068115234,59.7400016784668,56.41230773925781,3380100
2020-03-12,56.040000915527344,56.54999923706055,51.279998779296875,52.43000030517578,49.50949478149414,4432200
2020-03-13,54.939998626708984,55.349998474121094,49.779998779296875,53.25,50.2838134765625,4280700
2020-03-16,48.470001220703125,51.11000061035156,43.630001068115234,46.150001525878906,43.579307556152344,4654000
2020-03-17,47.040000915527344,53.959999084472656,45.54999923706055,51.36000061035156,48.49909591674805,4838500
2020-03-18,48.40999984741211,50.81999969482422,45.779998779296875,49.040000915527344,46.30833053588867,5257200
2020-03-19,48.5099983215332,49.279998779296875,45.0,48.7599983215332,46.043922424316406,3083500
2020-03-20,48.869998931884766,51.56999969482422,46.560001373291016,46.86000061035156,44.24976348876953,4052700
2020-03-23,46.459999084472656,48.41999816894531,44.13999938964844,44.470001220703125,41.992889404296875,3527700
2020-03-24,46.33000183105469,51.20000076293945,45.970001220703125,50.380001068115234,47.573692321777344,2995100
2020-03-25,50.029998779296875,56.790000915527344,50.029998779296875,53.81999969482422,50.82206726074219,3338300
2020-03-26,54.130001068115234,59.54999923706055,53.849998474121094,57.72999954223633,54.5142707824707,3211100
2020-03-27,55.099998474121094,57.56999969482422,54.18000030517578,55.36000061035156,52.27628707885742,2840100
2020-03-30,55.709999084472656,57.16999816894531,54.43000030517578,56.310001373291016,53.79331588745117,2756500
2020-03-31,56.439998626708984,56.439998626708984,54.099998474121094,54.790000915527344,52.341243743896484,2190900
2020-04-01,52.27000045776367,54.220001220703125,49.79999923706055,51.27000045776367,48.97856521606445,2219800
2020-04-02,50.0099983215332,53.20000076293945,50.0099983215332,51.529998779296875,49.22694778442383,2032400
2020-04-03,50.959999084472656,51.93000030517578,48.33000183105469,49.36000061035156,47.153934478759766,3612700
2020-04-06,51.599998474121094,55.0,51.4900016784668,53.16999816894531,50.793643951416016,4539900
2020-04-07,55.0099983215332,55.58000183105469,53.29999923706055,54.029998779296875,51.615211486816406,2094900
2020-04-08,54.279998779296875,58.31999969482422,53.77000045776367,57.56999969482422,54.99699783325195,3118700
2020-04-09,58.31999969482422,61.900001525878906,58.15999984741211,60.27000045776367,57.57632827758789,3753200
